state_name,county_name,year,month,log_traffic,mean
California,San Luis Obispo,2015,11,4.3998640080468254,9.3204545454545435
Missouri,Greene,2015,6,4.9431926802517756,9.3200000000000021
Ohio,Summit,2017,9,4.9267950296139809,9.32
New Jersey,Essex,2018,12,6.5788219418889557,9.3195121951219519
Texas,Dallas,2018,5,6.1566212249093084,9.31948051948052
Illinois,Rock Island,2018,7,4.804500626012512,9.3193548387096783
Utah,Utah,2017,9,4.1733319803686495,9.3191780821917813
Ohio,Montgomery,2015,8,5.2586157350542724,9.31875
Mississippi,Harrison,2015,8,4.7172876226630036,9.3181818181818183
New York,Orange,2015,3,4.3600250891893975,9.3181818181818166
Texas,Tarrant,2018,2,6.6728848806563761,9.3172413793103441
Ohio,Franklin,2015,9,5.7452786121994439,9.3150000000000013
Arizona,Yuma,2016,5,4.06190463371617,9.3133333333333344
Washington,Spokane,2016,2,5.3267842637583556,9.312903225806453
Utah,Utah,2015,8,4.0317719075140017,9.3125
Illinois,Winnebago,2016,2,4.2058807298875367,9.3125
Wisconsin,Outagamie,2015,1,4.6017776081302406,9.3124999999999982
Louisiana,East Baton Rouge,2016,1,4.7108701666498076,9.3123076923076926
Colorado,Mesa,2018,12,4.58628341726321,9.3086956521739115
South Carolina,Charleston,2017,2,5.3727187357333168,9.3071428571428569
Indiana,Allen,2015,9,4.736794754924361,9.304
North Carolina,Cumberland,2016,1,4.514614153467984,9.3037037037037038
California,Los Angeles,2017,4,6.878168874045457,9.303571428571427
North Carolina,Mecklenburg,2015,2,6.4820087055541942,9.3033333333333346
Tennessee,Davidson,2017,8,6.0927241527029032,9.3031578947368434
Indiana,Allen,2016,2,4.7209444594460788,9.3021276595744684
Pennsylvania,Allegheny,2016,12,5.8061426501980691,9.3016393442622967
Illinois,Rock Island,2015,7,4.8406830967126631,9.3
Alabama,Mobile,2015,2,4.6175035792790649,9.3
Ohio,Summit,2018,2,4.8549433490759206,9.2943396226415089
Texas,El Paso,2017,3,5.3868537470945608,9.2941176470588225
California,San Mateo,2017,7,6.7288720284138694,9.293333333333333
Georgia,Chatham,2018,3,5.3640854974552123,9.2926829268292686
Louisiana,Caddo,2017,12,4.6424645202421218,9.2916666666666661
California,Santa Barbara,2015,9,4.7329563695756249,9.290476190476193
Texas,Tarrant,2019,7,6.8384109247023215,9.289655172413795
California,San Bernardino,2018,5,5.6388076228547988,9.287671232876713
California,Humboldt,2019,10,4.2122675285489377,9.2875000000000014
New York,Onondaga,2015,2,5.1231163100911745,9.2864864864864867
Louisiana,East Baton Rouge,2017,7,4.8141143561291253,9.2861538461538462
Florida,Hillsborough,2015,4,6.2332464559773237,9.2860215053763433
Alabama,Montgomery,2018,1,4.3271340649185781,9.2857142857142865
West Virginia,Kanawha,2019,7,4.6216954623292787,9.2849999999999984
Arkansas,Pulaski,2016,8,5.212690881131655,9.2844444444444427
Pennsylvania,Centre,2015,8,4.3886162209514552,9.2839285714285715
Arizona,Yuma,2018,6,4.10171271384651,9.2833333333333332
New Jersey,Mercer,2019,12,4.9424049408561066,9.2830508474576288
Georgia,Fulton,2015,9,6.9117665261300312,9.2825
Louisiana,Rapides,2015,8,4.360688062030678,9.2818181818181831
Utah,Utah,2015,12,4.0671080690595653,9.281428571428572
Kentucky,Fayette,2019,11,5.0582209769155542,9.2800000000000011
Louisiana,Lafayette,2015,7,4.6620018793899174,9.2800000000000011
Kansas,Sedgwick,2018,4,5.1216648762583663,9.2800000000000011
Nevada,Clark,2016,11,6.592502633646709,9.277722772277226
Georgia,Richmond,2018,5,4.7396672618325928,9.2775000000000016
Texas,Tarrant,2019,11,6.7593007674114745,9.2771739130434785
Tennessee,Davidson,2018,6,6.1662539327702452,9.2766666666666655
Iowa,Linn,2015,9,4.9370010449672463,9.2763157894736832
Utah,Utah,2018,12,4.1693510904924178,9.2747474747474765
Ohio,Montgomery,2017,11,5.1805358804490407,9.2733333333333334
Wisconsin,Milwaukee,2018,1,5.7200691262376653,9.2731249999999985
New Jersey,Essex,2016,7,6.5681788349708663,9.2724999999999991
Wisconsin,Milwaukee,2019,3,5.807612815285033,9.27218045112782
California,Riverside,2015,10,5.1265275162209871,9.2718518518518511
Kentucky,Jefferson,2019,5,5.5859883305056295,9.2714285714285687
Illinois,Cook,2016,8,6.9651296106283986,9.2711340206185575
Mississippi,Harrison,2019,3,4.80650557276103,9.2709677419354826
Nevada,Clark,2018,12,6.593313652707093,9.2709016393442631
Tennessee,Hamilton,2017,8,4.9203320715395895,9.27
California,Los Angeles,2016,4,6.8325244959345364,9.2698795180722886
Arizona,Yuma,2017,5,4.1143106768684241,9.267741935483869
Colorado,Denver,2019,12,6.7552872464734222,9.2668292682926854
Alabama,Montgomery,2018,8,4.499659594756,9.2666666666666675
Ohio,Lucas,2018,7,4.2968187015804888,9.2656250000000018
Wyoming,Park,2016,8,4.0513069108179742,9.2636363636363637
Florida,Duval,2019,6,5.8029193775967665,9.263461538461538
Indiana,Vanderburgh,2017,11,4.5737300524535671,9.2633333333333319
Michigan,Wayne,2016,5,6.4918811354973878,9.2630434782608688
Hawaii,Hawaii,2016,4,5.5301817623673939,9.26296296296296
Michigan,Wayne,2016,6,6.4852788167349944,9.2618181818181817
Missouri,Greene,2018,7,5.0418425391008519,9.2612903225806456
Georgia,Richmond,2019,1,4.63202176705472,9.2612903225806456
Florida,Hillsborough,2017,2,6.1792012269185728,9.2610169491525411
Louisiana,Ouachita,2019,9,4.267124775110152,9.26
Oklahoma,Oklahoma,2017,3,5.4889073119574876,9.2588235294117638
Indiana,Allen,2018,8,4.7740130378609038,9.2585365853658566
Colorado,Denver,2015,1,6.5955165031247631,9.2584745762711869
California,Santa Clara,2015,11,5.9178650846222407,9.258064516129032
Missouri,Greene,2019,9,4.989832326682782,9.2566666666666659
North Carolina,Mecklenburg,2017,8,6.5975822107989783,9.256451612903227
Texas,Travis,2017,1,5.9636381587862157,9.2555555555555564
Arizona,Yuma,2019,7,4.2004400764364309,9.25483870967742
Pennsylvania,Philadelphia,2016,3,6.40353659220864,9.2548022598870041
Florida,Hillsborough,2017,9,6.0428451401665395,9.2542857142857144
Georgia,Chatham,2018,6,5.4359398747958592,9.2538461538461547
Ohio,Montgomery,2019,3,5.1800713697943843,9.2533333333333339
Texas,Hidalgo,2017,8,4.7543177505156189,9.2533333333333339
California,Riverside,2017,4,5.3900090378965562,9.2516666666666669
Missouri,Greene,2018,3,4.9152678909664109,9.2516129032258068
Kentucky,Jefferson,2015,8,5.4377061800946143,9.2507042253521128
Louisiana,Lafayette,2017,11,4.56938561550801,9.2500000000000018
Louisiana,Lafayette,2018,6,4.610255484648782,9.25
California,Alameda,2015,6,6.0108666294756476,9.25
South Carolina,Lexington,2017,11,4.967894150625213,9.2499999999999982
Tennessee,Davidson,2019,8,6.2029534223587524,9.24923076923077
Wisconsin,Dane,2017,9,5.2053803204514084,9.24878048780488
Ohio,Cuyahoga,2018,6,5.9541266821331567,9.24842105263158
Montana,Yellowstone,2017,1,4.7578058336711919,9.2483870967741915
California,Alameda,2017,11,6.0484468534568805,9.2466666666666661
Mississippi,Harrison,2016,11,4.7225763417968736,9.2444444444444454
Texas,Tarrant,2015,4,6.7108724484455626,9.2444444444444436
Washington,Spokane,2019,10,5.5333449234626908,9.2433333333333323
Wisconsin,La Crosse,2019,3,4.2018612162772628,9.241935483870968
Alabama,Mobile,2016,5,4.7182275733551418,9.24
Michigan,Kent,2015,11,5.3163394437794462,9.2374999999999989
Michigan,Wayne,2015,6,6.46100677840079,9.2363636363636363
Colorado,Denver,2015,3,6.6509500366282026,9.2361842105263161
Ohio,Cuyahoga,2019,11,5.8821452896809578,9.2359154929577443
Indiana,Allen,2016,7,4.833758902092355,9.235294117647058
California,San Bernardino,2016,10,5.5926818446188742,9.2347222222222225
North Dakota,Cass,2017,11,4.8033136928474347,9.23448275862069
Wisconsin,Dane,2019,3,5.3073590958973673,9.2343283582089573
Oklahoma,Tulsa,2019,7,5.4646877217253405,9.2337662337662358
Texas,Cameron,2017,3,4.8762986857624933,9.2333333333333325
Pennsylvania,Dauphin,2019,3,5.0922924536442142,9.2321428571428577
California,Sacramento,2017,7,5.9950504776695164,9.2307692307692282
South Dakota,Pennington,2016,1,4.51213718202783,9.2305555555555543
Texas,Webb,2019,11,4.22857999420492,9.23
Illinois,Rock Island,2015,8,4.8019385301734907,9.2272727272727284
Texas,Bell,2019,6,4.4111312709395643,9.2266666666666683
Pennsylvania,Centre,2016,7,4.3385361733556591,9.2264705882352924
West Virginia,Kanawha,2017,8,4.5603012588496394,9.2235294117647051
Tennessee,Sullivan,2019,7,4.6118400952200567,9.2230769230769223
Ohio,Lucas,2017,7,4.1544239731146471,9.22285714285714
Louisiana,Calcasieu,2018,5,4.0600931838244687,9.2222222222222232
Alabama,Mobile,2016,11,4.7108617154499877,9.2222222222222232
Iowa,Linn,2019,11,5.0417675957953865,9.2210526315789476
Michigan,Kalamazoo,2015,6,4.3122620059833467,9.22
Illinois,Peoria,2016,7,4.75008392111362,9.22
Tennessee,Shelby,2017,8,5.5595212121330047,9.2199999999999989
Tennessee,Blount,2015,5,5.1846346565862733,9.2199999999999971
Georgia,Chatham,2016,3,5.261493637961979,9.21851851851852
Michigan,Genesee,2019,12,4.767764194490284,9.2175000000000011
Georgia,Fulton,2015,10,6.9466135233948423,9.2175
Texas,Tarrant,2016,6,6.7527608747718846,9.216666666666665
California,Alameda,2016,12,6.020807779623718,9.2161764705882341
Pennsylvania,Lehigh,2019,7,4.9553605836486927,9.2161290322580651
New York,Albany,2017,12,5.33119034399223,9.2142857142857153
Michigan,Wayne,2017,9,6.4476469577363877,9.213939393939393
Alabama,Madison,2017,11,4.9431233768874439,9.2133333333333347
Florida,Leon,2015,1,4.6766387479094975,9.2133333333333329
Texas,Cameron,2015,10,4.7729008687542507,9.2125
North Carolina,Guilford,2017,7,5.1696832491482736,9.2111111111111121
New Jersey,Essex,2017,6,6.582721581720592,9.21025641025641
Illinois,Sangamon,2017,9,4.1347825293818552,9.21
Louisiana,Lafayette,2019,7,4.6989700043360187,9.2099999999999991
Texas,Bexar,2016,9,5.8260287780110946,9.2099999999999991
Texas,Bell,2019,5,4.4321030436983273,9.2096774193548363
California,Riverside,2017,3,5.5047670875717021,9.20952380952381
Montana,Gallatin,2017,9,5.0371554773862508,9.2066666666666652
California,Sacramento,2018,2,5.8970637925299592,9.20569105691057
Georgia,Fulton,2016,8,6.9340443256622448,9.204878048780488
Florida,Hillsborough,2015,3,6.2832632262737524,9.2022988505747119
California,Los Angeles,2015,11,6.8097890558215495,9.2017241379310342
Vermont,Chittenden,2019,7,5.14008674280479,9.2015873015873
Oklahoma,Oklahoma,2018,5,5.5853783749546952,9.2012195121951237
Kentucky,Fayette,2018,6,5.0930923370766275,9.2
Louisiana,Rapides,2015,7,4.445277191869633,9.2
Alabama,Montgomery,2016,5,4.5174862105797233,9.2
North Carolina,Cumberland,2015,8,4.5940056017883411,9.2
New Jersey,Mercer,2018,1,4.674153573637664,9.2
Texas,Harris,2016,9,6.609946717066987,9.2
Louisiana,Caddo,2018,1,4.5838899198964684,9.2
Indiana,Vanderburgh,2019,11,4.5757995842961021,9.2
Pennsylvania,Philadelphia,2019,8,6.4921416024401175,9.1955696202531652
West Virginia,Kanawha,2017,11,4.5342673137723626,9.1952380952380963
Ohio,Lucas,2017,11,4.29525913648168,9.1942857142857157
New Jersey,Essex,2016,6,6.5423322414630309,9.1942857142857122
Connecticut,Hartford,2018,7,5.7850535073513747,9.1933333333333334
Illinois,Rock Island,2019,11,4.7396830793796925,9.1933333333333334
Michigan,Kent,2018,5,5.4196567585166715,9.1933333333333334
Georgia,Fulton,2015,4,6.91757020253342,9.1923076923076916
Pennsylvania,Dauphin,2017,11,5.0066114958434351,9.1916666666666664
Illinois,Rock Island,2019,3,4.8122781542544057,9.19032258064516
Pennsylvania,Lehigh,2019,11,4.8289046819926718,9.1900000000000013
South Carolina,Lexington,2018,1,4.9157057915702014,9.18909090909091
California,Santa Barbara,2015,2,4.6327608884794387,9.1875000000000018
Virginia,Henrico,2015,8,5.5032525870814668,9.18653846153846
Alabama,Madison,2016,6,5.00208394856988,9.1857142857142851
Pennsylvania,Philadelphia,2018,7,6.4695159882040629,9.1854166666666686
Arizona,Maricopa,2017,10,6.5672115785608804,9.1847457627118647
Illinois,Rock Island,2018,6,4.7916906490201177,9.1833333333333353
Arizona,Pima,2017,6,5.4094326359655343,9.1833333333333336
West Virginia,Kanawha,2018,8,4.608076530882,9.1833333333333318
New York,Onondaga,2015,5,5.2392594270684958,9.1829268292682933
New Jersey,Mercer,2015,5,4.8434508052387679,9.1829268292682933
Montana,Flathead,2019,1,4.58945809046498,9.1774193548387082
Alabama,Montgomery,2019,5,4.5414419452545252,9.1769230769230763
Montana,Missoula,2016,11,4.7442851579263783,9.1766666666666659
California,San Joaquin,2016,5,4.2237035635225357,9.1727272727272737
North Carolina,Wake,2019,6,6.1169519220807285,9.171
Tennessee,Shelby,2015,9,5.5073889565357836,9.1702127659574462
Connecticut,Hartford,2016,10,5.7277307112316906,9.1701298701298715
Virginia,Roanoke,2015,5,4.7471864445943739,9.17
South Carolina,Lexington,2016,10,4.9856779058469778,9.1698113207547181
Florida,Broward,2019,6,6.4709580858660525,9.1692857142857171
Florida,Hillsborough,2015,2,6.1588884539437467,9.16896551724138
Missouri,Greene,2017,11,4.9157268840656849,9.16875
North Carolina,Wake,2015,9,5.9092772853426228,9.1674999999999969
California,Santa Barbara,2018,11,4.8725874384016,9.1669491525423723
Arizona,Pima,2017,9,5.4040481989118572,9.165625
Texas,El Paso,2018,6,5.4905090798844434,9.1650000000000009
Minnesota,Olmsted,2017,9,4.447359621271918,9.1642857142857146
Minnesota,Olmsted,2017,2,4.2312401489450755,9.1621621621621632
Hawaii,Hawaii,2015,1,5.5478804979559468,9.161010830324912
Nebraska,Lancaster,2017,9,4.4521085840041179,9.16
Louisiana,Caddo,2016,1,4.5476762705546943,9.16
New York,Erie,2015,9,5.597922144182129,9.16
Texas,Harris,2017,10,6.6487258353590724,9.16
North Carolina,Guilford,2015,5,5.1869619829512139,9.16
Tennessee,Blount,2015,1,5.0513532166288222,9.16
Florida,Orange,2015,7,6.5316337026650642,9.158620689655173
South Dakota,Minnehaha,2016,1,4.884580145177055,9.1585365853658534
Indiana,Vanderburgh,2016,2,4.4384790590043162,9.1581818181818182
Illinois,Cook,2017,11,6.9119114009759475,9.15528455284553
Florida,Volusia,2017,5,4.8081434257614912,9.1545454545454543
South Carolina,Greenville,2015,1,5.1201723522142908,9.1545454545454543
Washington,King,2018,11,6.5668212930912624,9.1519379844961239
Minnesota,Olmsted,2019,1,4.423688137388436,9.151219512195123
Texas,Dallas,2019,6,6.1668523612876891,9.1512195121951212
Montana,Missoula,2019,12,4.861797178079228,9.1483870967741936
Iowa,Linn,2019,1,4.9657518665350739,9.1463917525773191
North Carolina,Cumberland,2017,11,4.610809160144461,9.1459459459459449
Tennessee,Shelby,2019,12,5.61183160266347,9.1450704225352126
California,Fresno,2015,6,5.1080268959086945,9.14450867052023
Ohio,Franklin,2018,5,5.870478817542419,9.1441860465116278
Tennessee,Hamilton,2017,7,4.92495088891561,9.1428571428571423
New Jersey,Essex,2019,6,6.615735795942836,9.14102564102564
Louisiana,Rapides,2018,6,4.3603282880720524,9.14
Louisiana,Rapides,2017,8,4.3630099427388593,9.14
Idaho,Canyon,2015,7,5.1845352838188772,9.14
Ohio,Summit,2017,7,5.0139152970469087,9.1392857142857125
Texas,Dallas,2015,2,5.9717752785090719,9.13582089552239
California,Sacramento,2018,9,5.997250919319276,9.1357142857142861
California,Alameda,2018,4,6.0487078148389006,9.134659090909091
California,Alameda,2017,1,5.9624815652159127,9.1337931034482747
Texas,Bexar,2016,5,5.8762074451205866,9.1333333333333329
Alabama,Mobile,2017,9,4.6390180752695684,9.1333333333333329
Arizona,Yuma,2019,11,4.2307553740419861,9.1333333333333311
Indiana,Vanderburgh,2016,10,4.58299461892388,9.13
New York,Orange,2018,1,4.6527296960692475,9.129999999999999
Indiana,Allen,2018,2,4.7436743577970564,9.128947368421052
California,Sacramento,2015,12,5.9091953937340458,9.12727272727273
Tennessee,Hamilton,2018,1,4.8444150404738249,9.1259259259259249
Utah,Salt Lake,2019,11,6.2834758161794761,9.125
Texas,El Paso,2015,11,5.3716311556049989,9.1243243243243253
Georgia,Richmond,2018,4,4.8154582012807348,9.1225
Louisiana,Calcasieu,2019,6,4.0089832038154718,9.1222222222222218
California,Los Angeles,2016,10,6.8727001700503578,9.1197718631178724
Iowa,Linn,2018,7,5.0334036487955,9.1171717171717148
Illinois,Peoria,2017,1,4.6831641558121841,9.1166666666666671
Washington,Spokane,2019,8,5.5686533901342532,9.1161290322580637
North Carolina,Mecklenburg,2019,8,6.6194829768370154,9.11578947368421
South Carolina,Lexington,2019,7,5.0661021967667734,9.1145833333333357
Alabama,Jefferson,2016,8,5.324270105515982,9.1142857142857121
Indiana,Marion,2016,6,5.9078636943814811,9.1136612021857921
South Carolina,Lexington,2015,8,5.0158457590477,9.112903225806452
Alabama,Mobile,2018,11,4.7163122509756086,9.1125
California,Kern,2017,3,4.2144994537108813,9.1100000000000012
New York,Monroe,2015,9,5.2801958042609973,9.1081632653061213
Ohio,Summit,2018,11,4.8580677615462093,9.1075471698113191
Tennessee,Blount,2018,7,5.3134052733608934,9.1064516129032267
Louisiana,East Baton Rouge,2019,8,4.8155644669443705,9.1046153846153821
Utah,Salt Lake,2018,11,6.2832451287097681,9.1042372881355931
Iowa,Linn,2015,6,5.009098047587524,9.102564102564104
Texas,Harris,2019,4,6.6797613031296308,9.10211267605634
New York,Albany,2018,8,5.4375571477620435,9.1018181818181816
Illinois,Cook,2015,4,6.8953252332824464,9.1000000000000032
Alabama,Mobile,2018,10,4.7331571251294715,9.1000000000000014
Montana,Gallatin,2015,8,5.080435268689282,9.1000000000000014
Texas,Tarrant,2016,8,6.7367192742740016,9.1
Louisiana,Lafayette,2015,6,4.6556377784532454,9.1
Florida,Escambia,2017,5,5.1991213688696751,9.1
Florida,Lee,2017,2,5.9714011079271394,9.1
Indiana,Marion,2015,11,5.8345122583135858,9.0974683544303812
Pennsylvania,Erie,2017,6,4.1779403070086083,9.0966666666666676
Oregon,Lane,2018,2,4.8816984224602864,9.0952380952380967
California,Riverside,2018,5,5.2248437167551707,9.0935779816513733
California,Orange,2017,4,5.92644431892714,9.0928571428571434
Texas,Tarrant,2017,12,6.7277877752276005,9.0919999999999987
Alabama,Jefferson,2016,4,5.3387412814523412,9.0911111111111111
Oklahoma,Tulsa,2016,8,5.3552579889543859,9.090697674418605
Kansas,Sedgwick,2017,3,5.1205081240261041,9.0892857142857171
Texas,Tarrant,2016,12,6.70557174775626,9.0892857142857135
Georgia,Richmond,2016,2,4.5545497268377364,9.0888888888888886
New York,Monroe,2015,3,5.3283796034387381,9.088461538461539
Texas,Nueces,2019,3,4.7435724742053855,9.0859649122807014
Illinois,Champaign,2015,6,4.1420451481577443,9.0851851851851855
Texas,El Paso,2016,7,5.4239549156157167,9.0844444444444452
California,San Diego,2016,6,6.2693763301138121,9.0840000000000014
Pennsylvania,Centre,2019,4,4.4722004305656018,9.0833333333333357
New Hampshire,Hillsborough,2015,2,5.1120886348808368,9.0827586206896562
New Mexico,Bernalillo,2018,1,5.5422164902214268,9.0814371257485043
North Carolina,Wake,2017,11,6.0058314661333752,9.081428571428571
Hawaii,Hawaii,2015,3,5.5878770200474195,9.0811594202898558
Louisiana,Lafayette,2018,5,4.6174302266899261,9.0799999999999983
Tennessee,Shelby,2019,7,5.6441292537789813,9.0788732394366214
Pennsylvania,Dauphin,2016,3,4.9916114518000887,9.07741935483871
Washington,Spokane,2017,10,5.4585094299333283,9.0759999999999987
New York,Albany,2019,12,5.364200041199549,9.0750000000000011
Florida,Sarasota,2016,11,4.958735846986599,9.0750000000000011
Tennessee,Davidson,2015,8,6.016524415573743,9.0750000000000011
California,San Luis Obispo,2015,2,4.3260284683370083,9.0728155339805827
Florida,Leon,2018,10,4.8456870400799943,9.0714285714285712
Texas,El Paso,2015,5,5.3979452201745515,9.0707317073170746
Alabama,Mobile,2018,5,4.7557757947569623,9.07
Oklahoma,Tulsa,2018,2,5.2917039893423574,9.0699999999999985
Arizona,Yuma,2016,12,4.0868579156598468,9.0677419354838715
California,Kern,2019,8,4.3614445080863282,9.0675213675213673
Alabama,Mobile,2015,3,4.6805802450939789,9.0666666666666664
California,Alameda,2019,1,5.9841891971417018,9.0666666666666664
Georgia,Richmond,2018,7,4.6974473073725251,9.0666666666666664
Pennsylvania,Erie,2017,9,4.1532659350758685,9.0666666666666647
North Carolina,Cumberland,2019,9,4.5217655258770835,9.064864864864866
Florida,Hillsborough,2019,1,6.24647125188182,9.0621621621621635
Alabama,Mobile,2017,7,4.6612919770656029,9.06
Wyoming,Natrona,2018,6,4.1968391458331125,9.06
New Jersey,Essex,2016,3,6.5158665612736391,9.06
Wisconsin,Dane,2016,4,5.1722291837841228,9.0599999999999987
North Carolina,Mecklenburg,2018,7,6.6027419493979576,9.05981308411215
California,San Joaquin,2016,6,4.2887409387942874,9.0597560975609763
Texas,Bexar,2017,8,5.8849521799252278,9.0588235294117645
Texas,Tarrant,2019,9,6.7692090412940766,9.0565217391304351
Michigan,Genesee,2018,7,4.7526629431209724,9.0545454545454547
Kentucky,Jefferson,2015,11,5.4305877752356544,9.0540322580645167
Mississippi,Harrison,2018,5,4.8127730234475035,9.0536585365853668
Minnesota,Olmsted,2015,1,4.2432117317447595,9.0512195121951216
Illinois,Cook,2016,12,6.8726246500685315,9.0511450381679381
Florida,Hillsborough,2018,1,6.2304325711605966,9.05111111111111
Wisconsin,Dane,2019,1,5.20256187388583,9.0507462686567166
Hawaii,Hawaii,2017,4,5.5787388914560587,9.05064935064935
Alabama,Madison,2019,7,5.1170789700236625,9.05
Arizona,Yuma,2017,2,4.0730581609888361,9.0499999999999972
Wisconsin,La Crosse,2017,9,4.1418258945110749,9.048571428571428
Missouri,Greene,2016,7,4.9818955868566315,9.0483870967741922
Michigan,Wayne,2019,8,6.53693513062468,9.0481927710843362
Texas,Harris,2018,2,6.5981765910755419,9.0474820143884891
Ohio,Cuyahoga,2016,4,5.82290000716214,9.046875
Nebraska,Douglas,2017,2,5.4859824923933855,9.0458333333333361
Ohio,Lucas,2015,11,4.1258714674176815,9.045714285714288
New York,Erie,2019,7,5.6793770139432294,9.0457142857142845
Illinois,Sangamon,2016,2,4.163161374977018,9.045454545454545
Oklahoma,Tulsa,2016,10,5.3857349343848862,9.0442857142857154
Texas,Harris,2017,2,6.5804576012376064,9.0437500000000011
New York,Queens,2015,3,6.82272079890664,9.0419354838709669
California,Orange,2017,1,5.8968595263074883,9.0418181818181811
Wisconsin,Milwaukee,2017,2,5.6967345932429341,9.0416666666666661
Texas,Bexar,2018,6,5.9446390886958831,9.0411764705882351
Georgia,Richmond,2015,5,4.7127759316766111,9.04
California,Los Angeles,2019,4,6.8986588259746862,9.0391143911439116
Texas,Dallas,2016,6,6.127188732246692,9.0375
Mississippi,Harrison,2017,9,4.7335904406752443,9.0375
Texas,Dallas,2019,11,6.1441848803922356,9.0372549019607842
Kentucky,Jefferson,2016,9,5.44175324710832,9.0370370370370363
Tennessee,Davidson,2017,2,5.9572767719170958,9.0367816091954012
Tennessee,Shelby,2016,10,5.5742709321404353,9.0360000000000014
North Carolina,Wake,2018,4,6.028364222182482,9.035869565217391
California,San Joaquin,2016,3,4.1853721433110405,9.0355555555555576
New York,Erie,2017,12,5.5648943934160506,9.0333333333333332
Indiana,Allen,2018,1,4.7424737489190365,9.0317073170731721
California,Fresno,2015,7,5.1204324334400244,9.0305084745762727
Louisiana,Rapides,2015,10,4.3358388695799537,9.0300000000000011
South Carolina,Lexington,2017,3,4.9671921582926535,9.03
New Jersey,Atlantic,2019,7,4.9071801771903054,9.0276595744680854
Washington,Yakima,2019,10,4.0464951643347087,9.02758620689655
Illinois,Rock Island,2017,1,4.7273297512920909,9.0272727272727273
North Carolina,Mecklenburg,2015,5,6.6007951142187231,9.0272727272727273
North Carolina,Wake,2017,5,6.0039686350523285,9.0253521126760567
Massachusetts,Suffolk,2016,12,6.4391572034081213,9.02513966480447
New York,Suffolk,2015,3,5.0275575299999531,9.025
Indiana,Allen,2018,6,4.8342108181574783,9.025
California,Orange,2019,1,5.9073608334773979,9.024285714285714
Illinois,Cook,2018,6,6.9800453892475609,9.0226027397260253
Pennsylvania,Philadelphia,2016,7,6.4458408993008369,9.0202531645569621
Indiana,Allen,2019,11,4.8194320574025147,9.0200000000000014
Louisiana,Lafayette,2017,6,4.55713410182759,9.02
Nebraska,Douglas,2017,3,5.6036963662790482,9.01818181818182
Tennessee,Shelby,2016,9,5.5407810563805455,9.016
Texas,Dallas,2018,4,6.1262119570328517,9.0148648648648635
Missouri,Greene,2017,2,4.7700268047235825,9.0142857142857125
Pennsylvania,Lehigh,2019,1,4.7180281078925272,9.0137931034482754
Texas,Dallas,2019,8,6.1439776159966417,9.0129629629629626
Kentucky,Jefferson,2016,10,5.4946999035652437,9.0125000000000011
Illinois,Sangamon,2017,2,4.1728071883690872,9.0125000000000011
California,Santa Clara,2018,10,6.1000443571127052,9.011904761904761
California,San Diego,2015,8,6.2764781186330616,9.0118110236220463
Louisiana,East Baton Rouge,2015,4,4.8027121673808848,9.0111111111111128
Michigan,Genesee,2016,11,4.80520851154057,9.01
Illinois,Sangamon,2015,8,4.1927068066128585,9.0090909090909079
Oklahoma,Oklahoma,2016,8,5.5021976207624448,9.008
Texas,Dallas,2015,9,6.1208995299829922,9.00714285714286
Missouri,Greene,2017,7,4.983314998858912,9.0064516129032235
Indiana,Allen,2015,8,4.7727030141640725,9.0056603773584918
Texas,Dallas,2016,11,6.1279385559554607,9.0054054054054049
Montana,Missoula,2016,8,4.948852906199714,9.00483870967742
Pennsylvania,Philadelphia,2018,6,6.4721228239841961,9.0048275862068969
Oklahoma,Oklahoma,2018,12,5.5582392309894315,9.0047619047619047
Pennsylvania,Westmoreland,2016,7,4.41161970596323,9.0037974683544313
Montana,Flathead,2016,1,4.493039588317651,9.0032258064516135
Texas,Bexar,2019,3,5.9543968978099171,9.0021505376344084
Nebraska,Douglas,2017,7,5.6325706596291818,9.0019230769230756
Ohio,Montgomery,2018,1,5.0876856069884226,9.0000000000000018
Kentucky,Jefferson,2018,2,5.3840073463084179,9.0000000000000018
Louisiana,Ouachita,2017,11,4.2413721301584353,9.0
Louisiana,Rapides,2017,10,4.3379581636797,9.0
Louisiana,Rapides,2017,3,4.4172723536273164,9.0
Louisiana,Caddo,2018,11,4.7047251904162506,9.0
Iowa,Linn,2018,12,5.00330539923345,8.9979591836734709
Indiana,Marion,2019,10,5.9290805551705121,8.9979020979020969
Texas,Dallas,2018,3,6.1488104988706818,8.9943661971830977
South Carolina,Greenville,2015,8,5.2319102877986037,8.9935064935064926
Wisconsin,Brown,2015,11,4.6443893469390822,8.9923076923076923
Pennsylvania,Westmoreland,2017,9,4.0937367845623394,8.9913793103448274
Texas,Cameron,2015,8,4.8025411273880065,8.99090909090909
New Mexico,Bernalillo,2016,11,5.6008487938193792,8.99076923076923
Montana,Flathead,2016,11,4.4561989646592375,8.990000000000002
Louisiana,Lafayette,2017,9,4.5040764881824256,8.99
West Virginia,Kanawha,2017,2,4.448567199748096,8.98913043478261
Oklahoma,Oklahoma,2018,4,5.5311786391305855,8.98875
Indiana,Marion,2016,10,5.8836324812230156,8.9887096774193562
Kentucky,Fayette,2019,1,4.9761802637364587,8.9874999999999989
Pennsylvania,Lehigh,2018,8,4.8733612968481017,8.9870967741935477
Pennsylvania,Philadelphia,2016,2,6.300736313318394,8.986754966887414
